ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
2460.35,17314.24,67.5,,1.0,42210.65,5.0,5.0,71.0,0
6594.16,23270.45,75.5,0.8,6.0,17327.73,5.0,4.0,75.3,1
9792.1,2161.71,54.0,7.7,5.0,26948.44,3.0,3.0,73.7,1
-585.4,3573.0,63.2,0.1,2.0,27061.84,0.0,4.0,-38.6,0
7606.33,22406.64,62.9,20.4,5.0,19874.56,0.0,5.0,50.1,0
10306.79,458.65,42.9,4.0,1.0,15854.65,1.0,3.0,35.9,0
6010.32,13978.82,72.6,5.9,4.0,20562.13,0.0,0.0,41.4,0
-460.66,19458.83,26.7,1.6,1.0,12825.25,4.0,2.0,44.1,1
4250.18,,101.6,16.1,4.0,48543.53,3.0,1.0,79.4,1
6118.03,16724.54,80.4,0.4,2.0,,1.0,4.0,57.7,0
1313.08,14708.19,77.1,0.4,6.0,38907.37,4.0,0.0,37.8,1
-1001.9,25601.14,24.8,16.1,5.0,37326.08,5.0,2.0,10.9,1
9516.85,20566.85,45.6,0.2,2.0,29355.16,1.0,2.0,94.9,1
3348.02,,93.6,0.1,0.0,23371.85,5.0,2.0,33.9,1
5042.31,18339.51,154.3,1.8,2.0,,0.0,3.0,48.3,0
2063.38,21448.52,89.3,3.3,1.0,31866.04,4.0,3.0,111.9,1
1988.1,33464.14,85.8,3.5,2.0,26205.62,3.0,1.0,34.6,0
,25076.91,74.5,14.2,4.0,6199.01,0.0,4.0,44.3,0
4165.35,28931.01,44.4,0.2,6.0,3180.26,6.0,2.0,58.5,1
7709.51,12504.53,84.9,12.8,0.0,43107.86,1.0,0.0,7.0,0
7948.12,13282.35,,,3.0,-6616.57,6.0,4.0,3.8,1
7526.72,15881.58,36.4,1.4,1.0,27348.22,2.0,2.0,38.5,0
,16707.85,35.0,16.6,3.0,22180.26,5.0,3.0,39.5,1
11548.86,8927.78,84.5,11.3,4.0,26929.61,5.0,4.0,55.8,1
3083.7,29393.4,61.7,,5.0,11320.4,3.0,3.0,24.6,1
6324.21,25950.16,65.2,,3.0,29208.13,5.0,5.0,64.2,1
10124.61,15248.9,62.7,3.3,1.0,27472.2,3.0,3.0,-8.4,0
10546.53,23775.4,38.2,3.5,6.0,,4.0,2.0,50.0,1
1950.36,20006.09,48.2,5.7,2.0,26559.76,1.0,5.0,62.1,0
5500.46,24478.45,49.4,0.4,3.0,41178.82,3.0,3.0,61.2,1
,,32.1,0.5,4.0,,1.0,4.0,47.4,0
8125.85,16689.05,51.9,7.4,1.0,37241.14,3.0,1.0,33.5,1
7124.84,17477.65,39.2,18.6,6.0,27715.28,0.0,5.0,46.6,0
5803.41,,75.7,2.6,0.0,28236.86,3.0,5.0,86.6,1
5271.84,12344.06,77.5,12.5,1.0,28402.82,6.0,5.0,35.2,1
7422.3,-4499.38,34.5,0.2,6.0,45476.06,2.0,2.0,79.4,1
5692.4,8264.7,56.5,4.7,3.0,28061.25,3.0,5.0,83.8,1
6363.75,17450.57,103.8,1.6,6.0,15590.54,6.0,4.0,3.4,0
6751.52,18574.96,41.4,10.1,6.0,17608.74,0.0,0.0,48.4,0
4330.17,33153.73,72.4,7.7,6.0,34805.53,5.0,5.0,24.6,1
8202.81,23244.72,65.3,2.0,5.0,30369.47,4.0,3.0,9.9,0
,18733.77,87.0,2.0,4.0,6634.32,2.0,3.0,74.2,0
813.64,17708.48,69.5,5.9,4.0,31175.7,2.0,2.0,65.3,0
7536.84,27937.65,53.5,1.0,4.0,12011.89,4.0,5.0,59.4,1
4067.39,12689.01,64.5,2.4,1.0,30259.1,3.0,0.0,,0
8347.69,16737.45,64.8,13.7,5.0,15333.35,3.0,2.0,57.9,0
6648.98,8196.68,61.0,16.1,1.0,21622.22,5.0,3.0,15.3,0
,30770.15,34.0,5.9,3.0,18462.3,3.0,1.0,54.2,1
10261.62,21532.49,90.3,5.7,2.0,43226.96,6.0,1.0,33.5,1
7115.75,11632.29,86.5,2.6,5.0,29822.17,2.0,3.0,81.4,0
10122.57,,40.0,5.7,1.0,40133.36,5.0,3.0,,1
-1001.75,22586.86,56.4,0.1,1.0,59742.55,4.0,4.0,58.5,1
11589.45,15743.53,58.0,1.4,5.0,25561.66,7.0,4.0,58.5,0
7700.2,13189.76,,20.9,3.0,43023.88,3.0,0.0,49.9,1
,12111.54,21.9,0.1,5.0,16606.53,1.0,2.0,54.9,0
2596.4,21050.66,48.2,2.8,6.0,40058.54,3.0,5.0,,1
3841.54,14777.51,55.2,4.7,5.0,15309.89,5.0,5.0,26.9,1
6967.0,13916.18,31.3,2.7,2.0,24779.02,3.0,0.0,63.3,1
6445.48,5975.44,66.9,0.3,1.0,31442.53,7.0,4.0,76.2,1
7405.82,18698.77,88.6,4.1,6.0,33330.77,1.0,1.0,63.1,0
9970.45,16368.99,81.5,20.9,2.0,9729.38,2.0,4.0,42.1,0
851.29,15105.16,60.2,,5.0,14595.74,7.0,2.0,56.9,1
9616.22,19788.94,22.5,6.0,5.0,32337.4,6.0,0.0,41.8,1
6526.5,24732.02,78.7,1.7,3.0,20587.4,0.0,1.0,48.7,0
,,66.2,4.6,1.0,8231.82,7.0,5.0,,1
1792.43,22974.56,72.3,23.1,3.0,24148.28,3.0,4.0,90.6,1
8109.76,15833.97,105.6,20.0,1.0,23572.34,5.0,0.0,106.2,1
-1225.15,12897.01,44.9,3.7,2.0,27122.98,0.0,5.0,32.3,0
,8604.76,-0.2,4.8,2.0,31350.9,1.0,5.0,74.0,1
,12661.59,39.8,4.1,3.0,30587.82,5.0,3.0,92.8,1
6671.07,18176.85,73.7,3.3,1.0,15781.92,2.0,0.0,25.2,0
6118.66,10923.42,63.6,0.8,5.0,20070.06,0.0,2.0,-8.4,0
10242.52,18864.51,36.3,0.8,0.0,36133.46,5.0,0.0,,1
5928.3,9310.89,31.8,13.5,6.0,18481.78,1.0,2.0,51.7,0
4278.76,3051.07,55.2,6.0,2.0,20258.9,6.0,1.0,37.5,0
4878.87,25374.66,35.6,0.1,3.0,6948.77,1.0,4.0,53.3,0
,13730.27,74.5,4.0,6.0,24655.83,0.0,4.0,41.7,0
8216.15,10466.7,,1.9,4.0,29143.25,3.0,1.0,134.9,1
5265.98,8155.38,49.2,5.6,0.0,1294.08,2.0,5.0,37.1,0
,21807.32,46.3,7.7,4.0,12157.0,5.0,4.0,61.2,1
1485.03,30374.17,68.8,6.4,3.0,7939.27,1.0,3.0,88.2,0
7743.12,14372.34,63.9,1.9,6.0,34460.23,7.0,4.0,88.0,1
868.59,16059.93,67.4,6.7,3.0,2051.78,3.0,4.0,82.7,1
8905.75,,,18.6,6.0,24055.78,5.0,4.0,40.1,0
6911.59,1705.99,61.4,17.1,3.0,33614.35,6.0,1.0,47.7,1
14138.25,35701.82,40.3,0.9,1.0,27253.86,7.0,4.0,-8.9,1
2979.57,39996.9,46.9,8.6,3.0,19720.5,4.0,5.0,,1
6171.48,-6357.04,54.3,3.8,6.0,29157.62,1.0,4.0,52.9,0
12254.52,17122.47,108.4,0.0,0.0,37443.68,4.0,2.0,,1
10312.45,11529.48,33.3,4.8,2.0,23708.66,3.0,3.0,102.3,1
4272.12,15617.05,53.8,5.6,0.0,-1867.25,4.0,5.0,71.9,1
7216.7,14234.53,65.2,4.1,5.0,38772.79,1.0,3.0,82.0,0
6506.4,25305.83,56.3,10.9,3.0,29803.18,4.0,4.0,51.5,1
7402.26,16986.87,,0.3,5.0,,7.0,5.0,88.0,1
4264.22,9801.84,56.2,2.6,6.0,1235.54,5.0,2.0,52.3,0
6214.17,16450.33,,1.9,5.0,21420.3,7.0,2.0,83.9,0
1386.23,22633.06,80.9,,2.0,14494.27,0.0,2.0,74.5,0
6932.4,7346.51,102.8,0.5,6.0,10404.65,5.0,2.0,63.0,0
7940.07,3183.9,94.0,0.4,3.0,23362.61,0.0,4.0,8.9,0
5772.26,35934.69,60.0,13.0,6.0,18568.4,1.0,2.0,82.6,0
1331.84,12218.16,61.9,5.0,6.0,19358.81,6.0,5.0,62.6,1
9663.3,16763.82,64.0,1.2,1.0,33875.52,0.0,4.0,71.7,0
7666.48,14419.84,66.2,1.7,5.0,28066.87,3.0,4.0,60.8,0
4176.75,22932.79,44.4,6.0,4.0,19053.82,0.0,5.0,65.6,1
5602.08,33955.11,83.6,24.4,5.0,17531.43,2.0,5.0,88.4,0
1697.86,23219.4,67.5,1.3,1.0,19541.7,0.0,0.0,38.7,0
3218.69,4334.71,,6.2,3.0,22030.67,3.0,5.0,65.1,0
4779.0,5542.89,35.0,0.9,1.0,32008.6,5.0,5.0,30.2,1
10430.95,14409.32,64.4,0.0,6.0,12489.28,5.0,1.0,68.1,0
,15585.9,21.3,3.6,6.0,42501.27,7.0,1.0,59.0,1
8548.68,2502.44,50.2,1.2,4.0,32017.26,0.0,3.0,34.3,0
4777.39,25374.07,50.6,7.7,0.0,-7855.14,3.0,5.0,54.6,1
7293.43,8223.11,69.3,0.2,4.0,26024.19,4.0,3.0,36.1,0
6047.53,31439.71,104.4,4.8,3.0,37488.84,0.0,3.0,41.4,0
9293.78,34385.69,75.6,12.0,5.0,29664.47,0.0,1.0,,0
4788.6,15765.72,94.9,0.7,0.0,20051.91,2.0,5.0,59.5,0
1467.91,21950.75,77.2,1.9,2.0,24266.9,6.0,4.0,-1.8,1
2077.76,6912.48,87.8,5.4,2.0,27139.84,4.0,0.0,62.4,0
4797.99,23613.09,103.9,2.3,6.0,34235.06,4.0,1.0,43.5,1
2503.01,13516.27,46.9,11.7,2.0,8018.86,4.0,5.0,40.4,1
7812.68,8214.88,45.5,0.5,6.0,17739.78,6.0,4.0,20.4,1
5009.54,,77.7,3.0,6.0,44662.94,4.0,2.0,50.7,0
14098.74,13808.27,62.9,0.3,4.0,25395.37,5.0,3.0,37.4,1
939.31,15073.57,67.8,6.2,1.0,43334.83,2.0,0.0,87.7,0
7151.63,26547.12,57.5,2.3,1.0,60827.12,6.0,5.0,3.0,0
2890.55,10932.23,49.9,8.0,0.0,19095.58,0.0,3.0,25.0,0
4921.12,33615.21,98.7,3.6,5.0,10632.63,2.0,3.0,23.1,0
6952.54,,38.8,3.6,5.0,21813.63,2.0,3.0,59.2,1
-941.19,32538.87,,1.9,2.0,38187.91,1.0,3.0,84.8,0
7257.84,8851.4,,1.5,5.0,39866.75,4.0,2.0,66.1,1
12589.3,17990.88,28.3,0.5,4.0,52263.73,7.0,1.0,21.3,1
5049.0,13588.23,44.7,2.3,5.0,,1.0,2.0,40.0,0
7331.39,14906.44,48.4,1.4,0.0,30856.68,7.0,4.0,29.3,1
,25212.22,75.4,9.8,1.0,16458.76,6.0,0.0,66.2,0
5975.35,31498.44,54.9,11.0,5.0,-5083.82,7.0,2.0,39.4,1
4640.93,28714.72,61.1,8.8,2.0,24524.17,0.0,4.0,12.4,0
-782.36,14356.29,30.9,,6.0,11154.95,7.0,3.0,68.4,1
8551.17,19658.3,114.2,5.5,6.0,32720.29,3.0,0.0,87.4,0
6137.86,10961.3,64.6,4.5,0.0,2423.28,4.0,5.0,47.0,0
3259.41,9076.05,74.0,2.2,2.0,16128.01,2.0,0.0,55.4,0
6905.11,7683.29,,1.0,5.0,28212.15,4.0,2.0,9.8,0
4632.22,14061.84,48.6,8.4,0.0,29468.35,4.0,0.0,-5.7,1
4809.04,20246.45,105.1,6.2,6.0,24430.73,6.0,1.0,0.2,1
8440.13,793.66,20.8,1.7,0.0,47408.14,2.0,2.0,50.7,0
2217.18,17582.82,69.1,,0.0,43833.56,0.0,1.0,43.4,0
9851.41,31644.23,36.3,10.2,3.0,16788.07,4.0,5.0,67.3,1
2027.4,28097.2,54.1,1.9,1.0,,6.0,3.0,46.5,1
4379.36,12733.34,49.0,3.1,4.0,46146.42,0.0,2.0,79.7,1
12653.43,5428.14,41.3,4.5,2.0,23513.17,6.0,1.0,76.4,1
10107.54,22138.47,63.8,3.0,1.0,25544.84,6.0,2.0,43.0,1
6812.33,-2856.85,6.5,2.7,5.0,24391.34,4.0,2.0,23.9,1
3490.3,27991.39,56.1,4.5,1.0,17260.01,7.0,4.0,-1.7,1
4806.33,16077.71,,7.0,3.0,18451.99,3.0,1.0,92.1,1
6734.48,34481.7,33.1,5.2,1.0,40831.87,1.0,4.0,25.6,0
6620.07,2457.31,96.3,13.4,0.0,,5.0,2.0,,0
6209.21,26263.32,49.9,22.3,1.0,18349.73,4.0,1.0,55.6,1
6401.34,,57.8,0.2,1.0,13888.05,7.0,2.0,10.3,1
5814.0,15020.55,50.0,5.9,2.0,15902.68,1.0,0.0,55.6,0
1885.67,5671.41,61.2,1.7,3.0,23033.74,1.0,3.0,42.6,0
4847.17,23361.73,91.8,3.7,0.0,35958.04,5.0,4.0,77.9,1
9426.8,24085.24,117.4,0.8,0.0,14679.03,2.0,3.0,75.4,0
2121.33,34066.15,79.4,2.6,0.0,35820.43,1.0,0.0,82.9,1
5893.42,27072.45,,,4.0,27363.48,5.0,3.0,57.8,1
3876.79,12654.94,100.8,5.1,6.0,26714.1,1.0,0.0,28.0,0
6856.32,8965.24,68.5,8.1,0.0,37309.55,6.0,2.0,23.0,0
5256.37,5683.58,,0.2,0.0,35120.3,2.0,3.0,37.1,0
11227.66,31259.02,80.4,0.1,5.0,8145.79,5.0,5.0,107.8,1
8121.07,10996.43,,9.0,5.0,,4.0,5.0,45.0,0
2302.23,31322.07,70.7,2.3,5.0,22245.8,4.0,3.0,56.5,1
8647.93,22725.65,22.9,4.5,1.0,29271.67,2.0,1.0,94.5,1
4021.11,20969.13,69.4,1.4,6.0,41374.91,0.0,4.0,59.1,0
4653.61,15238.19,,4.1,4.0,25780.81,5.0,2.0,31.0,1
7504.22,23946.06,27.2,1.9,1.0,45444.36,3.0,3.0,72.4,1
4926.41,17860.76,67.2,2.1,0.0,16519.89,7.0,1.0,,1
9357.14,14677.08,38.5,1.6,4.0,18549.06,7.0,2.0,60.1,1
4021.57,24264.04,62.8,6.2,5.0,21331.81,0.0,2.0,66.3,0
4519.37,16704.25,66.0,0.6,5.0,15193.27,2.0,4.0,,0
4399.61,10814.99,67.0,9.6,4.0,38912.85,3.0,5.0,57.2,0
4689.96,23398.44,43.1,2.2,3.0,-8237.97,3.0,1.0,96.8,1
10017.41,17424.13,82.8,1.5,4.0,18957.17,5.0,3.0,,0
8512.15,22400.19,61.0,6.3,0.0,38778.49,2.0,5.0,88.9,0
11971.82,13915.26,72.7,20.1,2.0,21252.18,1.0,0.0,35.5,0
13756.46,7117.91,36.7,0.1,0.0,37874.64,2.0,3.0,102.5,1
,33615.67,,,5.0,51372.21,6.0,4.0,28.0,0
6725.34,31919.5,87.1,9.0,4.0,25964.62,3.0,0.0,41.0,1
2736.16,25954.06,,4.7,5.0,39027.21,2.0,4.0,94.2,0
4011.66,14509.7,45.5,10.4,3.0,54029.65,6.0,2.0,95.5,1
4483.74,15297.14,51.0,5.2,6.0,29825.09,0.0,3.0,,0
3117.1,30440.95,41.2,14.6,6.0,24423.24,3.0,4.0,21.7,1
,14815.53,48.6,1.6,4.0,35829.58,0.0,0.0,54.3,1
6038.29,12307.0,32.2,7.8,5.0,39210.6,4.0,0.0,52.0,1
2606.5,34850.11,60.0,5.5,4.0,24534.22,7.0,1.0,28.0,1
9194.81,17570.9,76.9,23.3,5.0,19193.88,3.0,1.0,71.5,1
3563.19,33915.83,45.7,,1.0,45608.74,7.0,1.0,30.3,1
15490.62,5414.47,61.0,2.8,6.0,21752.63,6.0,5.0,15.9,1
5055.57,22663.66,58.1,,1.0,39324.75,5.0,4.0,6.6,1
6730.46,36639.74,86.2,3.3,4.0,28154.41,1.0,2.0,99.9,0
2354.91,18267.76,49.5,0.3,4.0,,0.0,3.0,37.7,0
11959.49,15623.96,50.3,2.0,0.0,14811.45,0.0,0.0,38.3,0
10082.4,7490.23,44.4,3.4,5.0,14788.24,2.0,1.0,23.1,1
7450.13,27741.09,38.0,1.9,0.0,,3.0,0.0,,1
2190.23,11068.85,74.6,4.0,3.0,11435.93,1.0,2.0,13.4,0
7174.13,17146.72,60.0,5.4,5.0,26399.54,7.0,3.0,18.3,0
,6889.48,64.2,3.8,0.0,43580.91,5.0,3.0,43.0,1
,32012.05,91.0,2.5,2.0,3582.01,5.0,3.0,51.4,0
9089.42,28393.97,92.3,3.1,3.0,29825.67,5.0,0.0,70.4,1
6805.4,,26.8,,6.0,,4.0,3.0,33.1,1
-1296.4,7612.66,77.3,10.6,2.0,24689.11,7.0,3.0,95.2,1
3353.07,31823.16,68.0,,0.0,13874.89,3.0,5.0,33.3,1
,14706.61,52.8,6.1,0.0,21848.7,1.0,1.0,23.8,0
10381.23,8053.16,70.2,0.2,1.0,14937.76,2.0,0.0,21.1,0
10049.34,2140.94,25.0,5.6,6.0,25829.9,1.0,2.0,30.3,0
1405.56,12186.31,95.2,1.7,5.0,21679.53,7.0,1.0,,0
7464.97,4908.26,74.3,2.7,2.0,18840.87,4.0,1.0,73.0,1
9749.65,12394.61,44.0,0.1,5.0,30593.77,3.0,1.0,,1
1193.33,24699.68,,1.7,6.0,43949.39,0.0,4.0,48.3,0
6474.71,14621.4,25.5,2.8,6.0,28933.85,5.0,2.0,23.2,1
7376.3,21201.24,56.1,,0.0,41123.99,5.0,5.0,19.1,0
5537.55,11489.99,52.4,3.3,0.0,43945.9,6.0,0.0,83.0,1
573.08,18586.52,33.8,4.9,5.0,17960.32,1.0,5.0,96.9,1
5457.77,35288.11,80.1,1.8,2.0,28298.3,5.0,2.0,87.5,1
5452.62,14863.63,91.1,0.7,1.0,19900.63,2.0,3.0,10.8,0
6026.17,21459.86,62.4,0.6,4.0,7214.03,1.0,4.0,14.7,0
4696.89,3910.25,56.3,1.7,2.0,29269.13,1.0,2.0,107.4,0
5082.36,31680.96,72.6,5.2,6.0,12374.2,2.0,0.0,44.9,0
6372.94,13705.14,62.6,5.6,4.0,30811.64,5.0,1.0,13.5,0
7915.85,,,14.3,1.0,6329.46,0.0,5.0,82.3,1
5525.83,16891.38,48.6,7.3,6.0,27051.92,7.0,0.0,53.9,1
5189.12,23504.21,56.5,1.5,4.0,6151.2,7.0,5.0,67.9,1
6795.53,24039.11,68.5,9.3,2.0,33086.38,7.0,4.0,-10.7,1
,13928.04,63.2,1.3,1.0,20279.44,6.0,3.0,42.9,1
8026.51,27827.16,67.6,5.5,3.0,19122.48,2.0,1.0,78.6,0
6498.2,11169.14,29.5,3.4,5.0,38518.06,3.0,5.0,34.1,1
6627.02,25001.41,77.6,1.7,5.0,21141.16,1.0,0.0,86.6,0
9574.35,14488.15,63.1,11.9,0.0,26330.23,7.0,4.0,15.1,1
250.99,21146.02,119.2,1.5,3.0,22616.61,6.0,1.0,48.8,1
183.73,13842.06,54.5,1.8,6.0,31088.71,1.0,2.0,98.1,1
7376.17,18449.78,70.1,4.7,4.0,37515.34,7.0,0.0,19.8,0
6477.23,8327.76,125.2,11.7,0.0,35027.63,0.0,3.0,59.6,0
7044.57,20228.01,67.3,5.2,6.0,19399.98,6.0,0.0,68.4,0
5021.19,18397.69,61.5,0.0,4.0,39508.56,1.0,0.0,54.6,0
8625.93,13138.62,41.3,0.6,3.0,14003.78,5.0,1.0,45.0,1
9484.44,17504.75,96.6,12.9,5.0,16090.22,7.0,2.0,27.5,0
8048.74,19206.04,37.5,2.2,4.0,23466.39,7.0,5.0,,1
5665.35,12452.79,72.4,0.2,1.0,37561.61,1.0,4.0,49.1,0
,16841.17,52.6,1.1,5.0,10958.18,1.0,2.0,11.8,0
8961.56,8950.03,58.8,,1.0,35697.81,0.0,3.0,82.8,0
10409.53,39111.6,31.7,3.2,1.0,24343.03,6.0,4.0,26.5,1
8562.59,27532.07,92.5,2.0,4.0,19795.2,1.0,2.0,12.5,0
3685.14,20457.85,56.9,,0.0,38173.68,3.0,4.0,35.3,1
8656.14,28549.02,36.3,18.6,4.0,15367.95,3.0,3.0,27.0,1
9253.7,186.73,90.6,3.4,3.0,52428.11,2.0,4.0,44.8,0
11488.21,-5019.12,51.9,1.6,5.0,22880.3,3.0,5.0,17.2,0
3696.45,14406.38,70.4,0.2,1.0,26798.1,2.0,2.0,64.5,0
5775.35,5592.92,81.5,0.5,4.0,43514.86,1.0,0.0,90.7,0
8891.27,15870.55,73.4,,3.0,27111.16,3.0,3.0,55.0,1
6683.71,19850.91,14.7,5.2,1.0,39266.43,6.0,1.0,11.6,1
2924.55,26283.73,78.3,0.1,3.0,1562.1,0.0,0.0,26.4,0
7826.77,7755.62,60.8,7.4,6.0,,7.0,0.0,58.2,0
8351.72,21596.68,55.8,3.0,5.0,29760.81,3.0,3.0,-3.1,1
6781.48,18129.51,60.6,15.9,1.0,37977.03,2.0,5.0,17.5,0
7202.67,21127.58,27.6,4.1,5.0,34236.36,3.0,2.0,5.9,1
5672.14,13322.05,,10.2,3.0,33112.39,7.0,3.0,,0
11230.49,,33.0,2.8,0.0,37732.69,6.0,1.0,112.5,1
3617.79,17068.42,56.7,6.3,6.0,30700.24,6.0,0.0,16.7,1
4620.57,33967.64,66.4,1.3,3.0,-718.21,1.0,4.0,74.9,0
6535.15,10886.5,86.6,13.4,6.0,42306.44,7.0,3.0,36.2,0
,24685.45,45.0,0.0,0.0,14948.02,5.0,1.0,15.0,1
1708.41,,94.9,,1.0,28763.5,0.0,3.0,95.8,0
2307.05,,83.8,0.7,6.0,27172.06,3.0,3.0,112.5,1
-20.73,23690.84,53.6,6.9,1.0,25567.93,6.0,0.0,63.5,1
6604.62,15307.44,38.6,1.5,3.0,11727.51,4.0,1.0,62.2,1
2921.42,-5957.69,31.2,0.3,4.0,1735.68,4.0,5.0,53.7,1
,-9565.81,69.0,3.5,6.0,12971.45,2.0,2.0,47.8,0
8616.41,29451.8,,3.8,2.0,34914.86,0.0,4.0,61.5,0
4447.06,29072.33,89.4,3.6,5.0,7640.54,7.0,3.0,70.9,1
7240.1,34986.07,48.1,1.0,5.0,14436.63,6.0,0.0,98.6,1
5542.12,17842.25,43.2,5.6,4.0,30016.56,2.0,5.0,37.4,1
8650.77,6366.29,,4.9,3.0,12670.9,1.0,5.0,55.6,0
8020.41,14223.75,47.9,10.3,0.0,18483.42,4.0,4.0,49.5,1
4285.81,18102.82,63.2,8.8,1.0,25981.86,6.0,0.0,80.7,1
5960.31,8936.66,84.7,16.0,3.0,28391.71,0.0,5.0,119.2,0
9839.98,32837.17,65.6,7.5,2.0,12433.29,5.0,0.0,81.6,0
7758.81,38155.53,65.7,2.0,1.0,26691.31,6.0,3.0,74.4,1
2029.72,22304.53,67.5,2.9,4.0,,3.0,2.0,77.4,1
8597.98,17902.23,25.8,0.4,3.0,9721.59,0.0,4.0,87.5,1
3029.25,6345.3,71.6,14.2,5.0,27578.12,0.0,0.0,119.6,0
11020.04,31917.91,66.5,2.0,3.0,16401.0,1.0,5.0,4.8,0
9777.12,18686.76,82.6,11.4,2.0,26486.98,7.0,3.0,68.8,0
7427.63,15397.52,76.3,10.2,0.0,33676.95,3.0,1.0,-20.3,1
7003.15,22330.57,58.6,3.3,0.0,22884.89,1.0,1.0,78.6,0
5831.1,12728.6,85.7,4.2,3.0,35960.98,7.0,4.0,67.4,0
8671.28,19321.88,56.6,2.8,2.0,34489.77,6.0,1.0,36.7,0
5313.51,5017.8,68.4,0.1,5.0,35893.96,1.0,1.0,-22.8,0
7253.82,27783.78,56.2,8.9,4.0,29837.32,5.0,5.0,51.6,1
9290.19,17060.3,,4.2,1.0,38209.2,2.0,5.0,,0
4702.22,28429.21,54.7,2.8,5.0,29621.14,0.0,1.0,50.2,0
4528.18,16189.77,99.2,1.2,3.0,,0.0,3.0,34.6,0
2678.03,16774.2,107.4,1.7,6.0,15495.15,4.0,2.0,26.9,1
3093.69,7089.14,82.2,0.8,6.0,22464.92,6.0,1.0,50.6,0
649.14,24837.81,96.9,,6.0,23953.32,7.0,1.0,29.5,0
8835.45,10117.44,29.1,0.1,0.0,29292.87,5.0,0.0,74.7,1
12288.53,,31.7,0.4,3.0,15316.58,7.0,5.0,49.8,1
11061.05,18009.42,55.9,0.8,0.0,,1.0,1.0,3.7,0
1296.53,19091.02,,3.6,6.0,23770.5,1.0,1.0,56.9,0
8819.53,2645.13,58.6,3.5,4.0,24907.75,0.0,3.0,63.6,0
11050.74,15922.75,26.9,3.7,1.0,16951.01,1.0,0.0,97.3,1
5038.21,25157.07,88.3,,4.0,12959.48,6.0,5.0,78.0,1
6824.63,14594.96,110.4,2.5,3.0,23484.36,1.0,5.0,26.8,0
74.74,15977.41,91.2,15.3,3.0,25330.61,3.0,2.0,91.9,1
7353.56,19461.65,86.9,1.9,3.0,,6.0,1.0,13.2,1
3096.61,16866.36,68.0,4.0,6.0,44861.87,7.0,0.0,52.8,0
7138.83,8725.36,44.5,3.2,5.0,23484.29,1.0,5.0,73.1,0
1504.15,17672.88,64.6,9.9,2.0,23968.85,1.0,2.0,92.8,0
8237.15,26946.66,109.3,5.9,5.0,34783.55,0.0,3.0,104.9,0
9778.44,8539.42,55.3,1.4,0.0,22947.21,0.0,0.0,87.7,0
3993.82,14629.66,53.0,2.8,1.0,31472.07,3.0,4.0,48.2,1
2861.85,5565.32,87.4,,0.0,9651.46,2.0,3.0,68.2,0
-399.27,,88.8,1.8,6.0,9746.27,7.0,0.0,58.3,1
5647.48,17168.78,44.3,11.1,0.0,26464.7,3.0,0.0,32.1,1
4638.9,10348.2,57.2,8.7,6.0,22220.59,2.0,5.0,48.8,0
1536.74,18830.39,52.0,1.3,5.0,15291.7,3.0,0.0,102.3,1
7949.66,7167.6,64.5,,6.0,26462.22,5.0,1.0,70.1,0
5060.09,8698.54,87.3,2.7,5.0,27509.2,2.0,0.0,109.7,0
3057.64,4858.8,45.3,0.5,3.0,16481.24,1.0,0.0,21.7,0
4725.37,8398.99,87.0,8.1,5.0,18774.45,3.0,4.0,41.3,1
9928.17,30216.04,65.2,1.3,6.0,,4.0,4.0,63.6,0
8429.4,11401.94,114.2,2.9,6.0,,2.0,1.0,72.8,0
,22196.03,70.0,1.2,5.0,17751.61,4.0,1.0,48.7,1
8481.14,10473.29,,3.9,5.0,31407.22,2.0,1.0,74.4,0
2785.08,24835.8,75.6,8.0,4.0,24713.97,7.0,2.0,74.2,1
6603.58,8765.26,55.6,2.0,6.0,19273.57,7.0,4.0,13.1,0
6971.43,18353.05,23.5,1.2,3.0,14163.17,5.0,3.0,73.1,1
4996.52,18475.66,57.7,0.5,3.0,12841.46,6.0,2.0,82.1,1
7893.47,38950.25,57.4,1.2,5.0,23418.93,0.0,0.0,60.3,0
4002.61,23673.83,28.0,13.5,1.0,49309.75,5.0,0.0,0.5,1
8131.43,12663.86,61.4,0.5,5.0,31789.44,3.0,1.0,44.2,0
8265.95,24165.44,17.5,2.2,0.0,9005.63,6.0,1.0,64.3,1
-2834.91,37243.57,,0.1,4.0,33486.59,0.0,2.0,27.8,0
10308.98,3333.28,68.4,6.6,0.0,15893.36,1.0,5.0,,0
-3252.42,10417.66,65.1,1.0,6.0,24941.71,1.0,2.0,72.4,0
4528.64,15867.92,,7.7,5.0,17933.67,4.0,1.0,55.8,1
9781.11,14246.21,61.1,3.8,1.0,49273.06,7.0,3.0,52.5,1
5484.68,15005.19,,5.3,1.0,11390.71,7.0,0.0,57.4,1
1808.2,6261.91,63.2,7.1,4.0,28763.35,3.0,4.0,51.9,0
3000.04,30635.6,64.3,5.5,6.0,16776.11,0.0,0.0,16.0,0
9786.1,5196.52,43.2,10.1,2.0,33865.94,6.0,2.0,40.0,1
351.19,16198.08,68.9,1.5,6.0,28521.45,4.0,5.0,54.0,1
10112.77,27412.48,68.8,12.6,3.0,40054.63,0.0,2.0,91.7,0
6323.67,17728.34,59.3,7.3,3.0,33617.41,5.0,4.0,71.4,0
